ID;Nazwa;Ilosc Real;Ilosc Fakt;Roznica Fakt Norm
1127;Puzzle 100 el.Vaiana i przyjaciele 162981;2;2;0
1337;Puzzle 100 el. Wissper i przyjaciele 163353;0;0;0
1129;Puzzle 100 el. Wesołe Wróżki 161595;0;0;0
1183;Puzzle 100 el. Ucieczka162592;0;0;0
1182;Puzzle 100 el. Po lekcjach162530;0;0;0
1339;Puzzle 100 el. Marzycielka 163209;0;0;0
1184;Puzzle 100 el. Jej Wysokość Zosia162264;0;0;0
1098;Puzzle 100 el. Jedna drużyna 163322;0;1;1
1342;Puzzle 100 el. Gotowi na wyścig 163018;1;1;0
1128;Puzzle 100 el. Frozen 162554;3;3;0
1341;Puzzle 100 el. Drużyna Autobotów 163155;0;0;0
1126;Puzzle 100 el  Przygody Ladybug  /163230/;0;0;0
1343;Puzzle 100 Edukacyjny Układ Słonczeny 155075;2;2;0
1338;Puzzle 100 Bohaterowie wyścigu 163377;0;0;0
1221;Puzzle 1 1000 Platinum collection 393978;0;0;0
5633;Puzzle 961646;10;10;0
4288;PTASZEK W KLATCE;0;8;8
74478;PTAK PODWÓJNY HL512A (pom) 894508;49;32;-17
14479;PTAK PAPUGA POWTARZAJąCY;0;0;0
75417;Ptak na baterie HL519AB 712924;3;19;16
74477;Ptak na baterie HL517EFGH 028031;58;134;76
75416;Ptak na baterie HL513EFGH  712887;0;94;94
75415;Ptak na baterie HL513AB 206621;0;25;25
74476;PTAK NA BATERIE HL512B (nieb)917894;34;32;-2
73891;Ptak na baterie HL510E 917863;0;0;0
75421;PTAK NA BATERIE HL510B 917856;0;55;55
5134;Ptak na baterie ;0;6;6
75414;Ptak HL518-1AB 028055;0;28;28
5014;Pszczółka przewrotka;0;0;0
5110;PSP Tetris 302226/004612;0;4;4
33;Przyjaciele z podwórka - Piotruś 300495;20;20;0
15193;Przyczepa;0;0;0
3506;PRZEWROTKA POLICJA+LUDZ. 30898,427311;0;4;4
70748;Przewrotka na baterie 1121A;184;115;-69
3123;Przewrotka lokomotywa 062428;58;67;9
845;PRZEWROTKA  POLICJA NA BATERIE 962797;79;80;1
1718;Przeciwieństwa Puzzle 300921;10;13;3
75674;"Prom ""Bałtyk"" + autko ""Mini"" 4szt 056689";12;12;0
4272;PROJEKTOR NA BATERIE;3;6;3
551;PROFESOREK Wyrazek - składa wyrazy 802842;10;10;0
567;PROFESOREK Cyferek - liczenie 802859;6;6;0
711;Prawda czy bujda 300914;5;7;2
2665;PRALKA Z AKCESORIAMI ŚW/DŹW /215153/ZR008-97A/;1;1;0
1656;PRALKA NO.3117 NA BATERIE ŚW/DZW./G012098/      908470;0;0;0
516;PRALKA B/O. ŚW/DZW. WODA /G014206/              908586;0;0;0
1638;PRALKA /ZR3216/960704/;12;14;2
2546;POZYTYWKA LALECZKA   /G069647/                  963097;0;0;0
1138;Posterunek policji /B746/33086/;0;1;1
1569;Pompony chirliderek 807455;0;10;10
5413;Pompon 400039;0;0;0
29;Pompka duża złota 301410;4;5;1
2638;POMPKA DO PIŁEK IGŁA,WĘŻYK /SPPIE16006/         214187;0;0;0
1958;POMPKA DŁ.DO PIŁEK Z WĘZYKIEM /TAQT-0112/       003615;0;0;0
229;Pomoc drogowa 20cm 300001;0;7;7
3885;Pomidor antystresowy 6 cm. /12 szt. w op./ 313208;0;1;1
2121;Policja, światło, dźwięk, baterie załączone /394309/;0;2;2
820;Policja pogotowie 300396;2;3;1
10178;Pokoik bolo 980585;2;0;-2
2717;Pojazdy ratunkowe mini 525293, 525279;9;23;14
1296;Pojazdy friction, św, dźw, 396280;0;0;0
4721;Pojazd ze zwierzakiem  /display 12szt/ 204805;79;84;5
3033;Pojazd z koparką 993455;0;0;0
4208;POJAZD ROZKRęCANY                               993530;0;0;0
4204;POJAZD KłAD                                     993509;0;1;1
1459;Pojazd friction, św., dźw., bat zał. disp. 8 szt. 200456;0;0;0
1566;Pojazd Betoniarka 993462;0;1;1
1076;Podróże Guliwera-Księga Dżungli /324221/;0;0;0
14222;PODKOSZARKA;0;0;0
1172;Poczta mini  003932;0;0;0
5345;POCIĄG+WAGON ŚW/MUZYKA 40CM. /G044736/          941668;1;2;1
3403;POCIĄG NA BATERIE PLATFORMA 684696;60;86;26
4167;Pociąg na baterie j. polski 810899;8;60;52
5559;Pociąg na baterie 479775;10;18;8
4352;Pociąg na baterie                           978503;12;43;31
4434;POCIąG NA BATERIE                               009115;0;1;1
14171;Pociąg Bobo;11;8;-3
3668;"POCIĄG ""TRAIN EMLI"" B/O. /MPF62230/             622300";0;0;0
3711;Pociąg 849445, 944709;6;14;8
3911;PŁYWACZKI REKIN  /G057487,490/              956532,556;71;6;-65
477;PŁYWACZEK RYBKA /TG190751/   BC                 872818;0;0;0
1179;Płyn do baniek mydlanych w butelce 134434;31;31;0
2695;Płyn do baniek mydlanych 1l 112272;0;0;0
5294;Płyn do baniek mydlanych 0.5L   /125494/;1;19;18
2883;Płyn do baniek 4 litry 147618;2;6;4
4380;Płyn do baniek 2l. kanister68775, 311297;16;27;11
4080;Płyn do baniek 1L. KANIST 62841,70302,962841, 08136;30;66;36
5160;Płyn do baniek 1l;0;23;23
3064;Płyn do baniek 0.5L 77164,962858, 08143;10;25;15
1467;Płyn do baniek 0.5l 302363;0;0;0
4456;PłYN DO BANIEK 0,5                              011494;0;39;39
4234;PłYN DO BANIEK;0;0;0
3511;Płaszcz przeciwdeszczowy dla dzieci 976042;111;111;0
4014;Płaszcz przeciwdeszczowy dla dorosłych 976066;105;105;0
75412;Plusz Pies Polska Muzyka 12-4;5;31;26
73922;Plusz kot polska muzyka 12-1 ;9;33;24
75411;Plusz Kot Polska Muzyka 112030;0;12;12
75577;Plecak sowa 1122-1;9;48;39
72487;Plecak króliczek 1348-1;24;142;118
73672;Plecak gładki nowy 10832-1;17;17;0
71484;Plecak cekin 3-5 ;32;9;-23
4001;Plastelina 5 kubków 004551;0;5;5
2073;PLAC ZABAW NA BLISTRZE048726, 946212, 834685, 993575;29;65;36
2580;Plac zabaw blister 995647;0;0;0
2538;Plac zabaw blister 995630;0;0;0
1133;Piszę i Zmazuję Litery /006564/;0;0;0
740;Piszczki - 6 szt. w worku 303780;30;32;2
666;"PISTOLETY ""WESTERN COWBOY"" /MPB68648/ BLIS      686487";4;9;5
4104;Pistolet+lizak 136810;0;8;8
2783;Pistolet, światło, dźwięk 312997;0;22;22
5218;Pistolet żelowy 68096 , 305852;14;54;40
5219;Pistolet żelowy 68133;53;91;38
2119;Pistolet z polskim modułem dźwiękowym 134472;0;0;0
4381;PISTOLET Z DźWIęKIEM                             69840;0;0;0
725;Pistolet z bańkami blister 963435;17;50;33
4382;PISTOLET Z BAńKAMI                               68683;0;1;1
4285;Pistolet w pudełku 93646 /993646/;0;6;6
1856;Pistolet w pudełku /993721/;23;29;6
1617;PISTOLET TRANSFORMER /K8965/5                   158965;0;0;0
3464;PISTOLET ŚW/DZW. W PUDEŁKU /MPG40054/           872965;0;0;0
14480;PISTOLET SYGNAłOWY;0;0;0
4237;PISTOLET SYGNAłOWY;0;0;0
14471;PISTOLET SPRężYNOWY 200195;0;7;7
74466;PISTOLET SPRężYNOWY 1239200706;0;7;7
74467;PISTOLET SPRężYNOWY 200942;0;11;11
14475;PISTOLET SPRężYNOWY;0;14;14
14474;PISTOLET SPRężYNOWY;0;15;15
4469;PISTOLET SPRężYNOWY;0;0;0
74472;PISTOLET SPRężYNOWY;0;3;3
74473;Pistolet sprężynowy;0;16;16
2177;Pistolet spłonka czarny 8392491,924913,968324, 800821,31027;103;123;20
4370;PISTOLET RYBA                                  68720;0;0;0
5103;Pistolet pukawka + naboje pianka 308013;14;25;11
4514;Pistolet pukawka + naboje pianka 308006;0;3;3
5388;Pistolet na wodę133949;0;3;3
5396;Pistolet na wodę133925;0;2;2
5617;Pistolet na wodę ze zbiornikiem 146727;0;2;2
4198;PISTOLET NA WODę MAłY;2;2;0
4196;PISTOLET NA WODę 28CM /2299                     822992;0;0;0
5387;Pistolet na wodę + zbiornik /134298/;0;4;4
5389;Pistolet na wodę /133932/;0;17;17
5616;Pistolet na wodę 122691;0;4;4
5522;Pistolet na strzałki piankowe 993308;18;18;0
4387;Pistolet na strzałki piankowe 986584;0;16;16
3258;Pistolet na strzałki 145560;11;20;9
4312;PISTOLET NA STRZAłKI                            123650;0;0;0
4447;PISTOLET NA STRZAłKI                            006473;0;3;3
4342;PISTOLET NA STRZAłK 124350;38;51;13
2379;PISTOLET NA SPŁONKĘ ZŁOTY/SREBRNY 8392455, 63381,924555, 870654;21;7;-14
2178;PISTOLET NA SPŁONKĘ Z LUNETĄ/ WOREK 63404,006725 218174;139;163;24
2714;PISTOLET NA SPŁONKĘ NA KARCIE /276833/          768338;183;90;-93
1236;PISTOLET NA SPŁONKĘ DŁ.LUFA 2541069, 410696, 801606;232;332;100
70025;PISTOLET NA SPłONKę /CHT409C26                  047313;645;654;9
70016;PISTOLET NA SPłONKę /CHT409C25                  047375;0;73;73
14;PISTOLET NA SPłONKę /CHT409B29                  047351;0;0;0
19;PISTOLET NA SPłONKę /CHT409A52                  047368;0;0;0
13;PISTOLET NA SPłONKę /CHT409A16                  047344;0;13;13
12;PISTOLET NA SPłONKę /CHT40985/                  047337;0;0;0
23;PISTOLET NA SPłONKę /CHT2927805;0;0;0
70027;PISTOLET NA SPłONKę /8247SP/                    516222;230;254;24
15;PISTOLET NA SPłONKE /CHT409C13                  002275;0;0;0
11;PISTOLET NA SPLONKĘ    /CHT2927804/              081027;0;0;0
5641;Pistolet na miękkie strzałki blister 402074;25;36;11
1096;PISTOLET NA MIĘKKIE STRZAŁKI /087013/ BC        870133;0;0;0
75408;Pistolet na kulki żelowie, plastikowe H12-2 372899;0;22;22
3337;Pistolet na kulki żelowe 968386;14;19;5
2801;Pistolet na kulki żelowe 964883;39;40;1
5224;Pistolet na kulki wodne /TG400100/;0;0;0
5143;Pistolet na kulki wodne /TG379821/;0;0;0
5300;Pistolet na kulki wodne 805543;0;1;1
5246;Pistolet na kulki w folii /GE00066/;0;31;31
5243;Pistolet na kulki w folii /GE00063/;0;34;34
5245;Pistolet na kulki w foli (laser,latarka) /GE00060/;0;0;0
5247;Pistolet na kulki pudełko(laser,latarka) /GE00077/;1;19;18
71526;Pistolet na kulki P308A;0;12;12
73140;Pistolet na kulki NR999-2 201086;0;20;20
71565;Pistolet na kulki nr AK47-585 825991;0;3;3
71187;Pistolet na kulki nr-nsm 304-1;1;26;25
73332;Pistolet na kulki NR-M41 776873;0;17;17
73172;Pistolet na kulki NR-M37-1 201178;0;3;3
74538;Pistolet na kulki NR-M306B 777863 777863;13;8;-5
74552;Pistolet na kulki NR-4 Snajp 014333;0;70;70
73330;Pistolet na kulki NR-338-1 200836;0;30;30
73331;Pistolet na kulki NR-1538D 200690;0;35;35
75409;Pistolet na kulki M03C201239;0;37;37
72026;Pistolet na kulki AK47 NR-0807-1220192;1;8;7
75410;Pistolet na kulki 999-1 201079;0;18;18
75512;Pistolet na kulki 991-2 121369;0;53;53
75407;Pistolet na kulki 9621 201307;0;5;5
74468;Pistolet na kulki 508-1 201024;0;66;66
75406;Pistolet na kulki 507-1 200973;0;13;13
71567;Pistolet na kulki 2000-2 200959;103;3;-100
75511;Pistolet na kulki  NR-9619DL 201314;0;39;39
74469;Pistolet na kulki  MP40;0;20;20
5338;Pistolet na baterie w zestawie /MPI9822X/098228/;0;0;0
5026;Pistolet na baterie j.polski 877332;0;0;0
5012;Pistolet na baterie j. polski;0;0;0
4106;PISTOLET NA BATERIE 805949;0;0;0
3510;PISTOLET NA BAŃKI, RYBA 390615;0;0;0
3724;Pistolet na bańki ze światłem 798807;41;52;11
4133;Pistolet na bańki ze światłem 313048;7;16;9
1633;PISTOLET NA BAŃKI W FOLII /63473/               963473;0;0;0
5462;Pistolet na bańki mydlane 137312;0;1;1
5455;Pistolet na bańki 798838;51;85;34
1834;Pistolet Metalowy V2 201468;0;19;19
1833;Pistolet Metalowy V1 201482;200;0;-200
26;PISTOLET METALOWY NA SPłONKę /S902BN            514174;25;25;0
17;PISTOLET METALOWY NA SPłONKę /S703B/            510657;0;5;5
9;PISTOLET METALOWY NA SPłONKę  /7888B            516093;0;0;0
1832;Pistolet Metalowy M20 201543;0;28;28
72439;PISTOLET MASZ.SPŁONKA /276536/  BLIST.          765368;0;0;0
3095;Pistolet kulki żel 969307;22;32;10
763;PISTOLET KOSM. ŚW/DZW. 458916;0;0;0
75446;Pistolet Gonher 99/6;2;0;-2
75445;Pistolet Gonher 99/0;2;0;-2
75444;Pistolet Gonher 98/6;2;0;-2
75443;Pistolet Gonher 98/0;2;0;-2
75442;Pistolet Gonher 95/0;2;0;-2
75431;Pistolet Gonher 88/6;0;5;5
75430;Pistolet Gonher 88/0;0;5;5
75429;Pistolet Gonher 80/6;2;4;2
75428;Pistolet Gonher 80/0;0;4;4
75427;Pistolet Gonher 73/6;0;2;2
75426;Pistolet Gonher 73/0;0;0;0
75441;Pistolet Gonher 46/6;0;2;2
75440;Pistolet Gonher 46/0;0;0;0
75439;Pistolet Gonher 45/1;3;0;-3
75438;Pistolet Gonher 45/0;3;0;-3
75437;Pistolet Gonher 39/6;1;3;2
75436;Pistolet Gonher 39/0;3;0;-3
75435;Pistolet Gonher 33/0;0;1;1
75449;Pistolet Gonher 136/6;2;0;-2
75447;Pistolet Gonher 133/6;2;0;-2
75425;Pistolet Gonher 125/6;0;5;5
75433;Pistolet Gonher 125/1;3;2;-1
75424;Pistolet Gonher 125/0;2;2;0
75423;Pistolet Gonher 124/6;0;5;5
75422;Pistolet Gonher 124/0;3;0;-3
5188;Pistolet dźwiękowy sygnałowy69963, 961131;0;325;325
5236;Pistolet do robienia baniek /G068562/;0;40;40
5235;Pistolet do robienia baniek /G062513/;0;15;15
4079;Pistolet do robienia baniek 967002;0;0;0
1415;Pistolet do robienia baniek 808308;0;13;13
2213;Pistolet do robienia baniek 808285;84;91;7
2804;PISTOLET B/O.  J.POLSKI  /G083854/              970514;0;0;0
1116;Pistolet + kajdanki 142293;3;7;4
4562;Pistolet 006022;0;0;0
5104;Pistolet   301595;0;0;0
1845;PIRAMIDA /KACZOR,PAJACYK/   HEM                 002059;0;13;13
4332;PIRAMIDA                                        120451;0;0;0
1068;Pinokio-Trzy świnki /324269/;1;1;0
696;PING PONG 2RAKIETKI+3PIŁKI 302530;0;1;1
4031;Piłki Tenisowe 3szt Wysoka Jakość 311044;12;12;0
5280;Piłka/126521/;0;4;4
1918;Piłka ze zwierzakiem 75g 6wz 311006;60;60;0
20469;Piłka z włosem  /10szt w opakowaniu/;70;90;20
71269;Piłka z grzechotką 11cm 049483;9;9;0
262;Piłka wodna motyle 7,5cm /display 12szt 310986;48;60;12
2916;Piłka wodna jednorożec 5,5 cm. /12 szt. w op./ 312065;0;5;5
3298;Piłka wodna flaming 5,5 cm. /12 szt. w op./ 312058;68;68;0
73092;Piłka winogrono /12 szt. w op./ 817638;222;361;139
2643;Piłka winogronko chropowate /12 displ / 6 cm 307764;0;0;0
2218;Piłka Winogronko Brokat 6,5cm /display 12szt/ 311174;108;108;0
21513;Piłka w kropeczki /10szt w opakowaniu/;215;20;-195
2689;Piłka uśmiech 75g, 7 wz 310993;100;100;0
2512;Piłka Tęczowa 312416;42;43;1
778;Piłka sportowa relax na gumce /Display 24szt/ 205079;126;158;32
2644;"PIŁKA SIATKOWA ""TONCHAN""  983354";0;1;1
2149;"PIŁKA SIATKOWA ""DURASOFT""   /V712/              110896";15;22;7
2252;Piłka siatkowa 407661;30;30;0
1859;Piłka przeźroczysta z buźka 6.5 cm /display 12 szt/301243;1;7;6
547;PIŁKA POMPOWANA ;0;0;0
431;Piłka pluszowa pompowana 20cm 914149;115;142;27
4540;Piłka plażowa gumowa;0;27;27
3494;PIŁKA NOŻNA TRZYKOLOROWA /V706/                 110834;0;0;0
5184;Piłka nożna satynowa metalizowana;8;17;9
449;Piłka nożna premium TPU /50  302035;18;18;0
1334;PIŁKA NOŻNA 301533;0;0;0
5146;Piłka nożna 110872;0;0;0
5145;Piłka nożna 110858;0;0;0
5144;Piłka nożna 110773;0;0;0
1361;Piłka nożna 994367;0;3;3
514;Piłka Nożna 302042;11;19;8
3310;PIŁKA NOŻNA  301540;0;0;0
154;PIŁKA NOŻNA   302028;7;7;0
4089;Piłka na lince 815122, 135298;0;0;0
3148;Piłka na lince;75;277;202
2092;Piłka miękka x 12 szt. 961499;0;0;0
520;Piłka miękka do ćwiczeń /12szt w opakowaniu/ 968382;0;12;12
523;Piłka miękka do ćwiczeń /12szt w opakowaniu/ 968351;0;0;0
521;Piłka miękka do ćwiczeń /12 szt w opakowaniu/ 968337;0;24;24
1054;PIŁKA MIĘKKA 7,6CM. BAJKOWA  X12 /TG365516      878780;0;0;0
1481;Piłka miękka /12szt w opak/809398;0;12;12
1556;Piłka miękka (6 szt. w op.) 983385;0;0;0
546;Piłka miękka (12 szt. w op.) 983422;48;60;12
3650;Piłka miękka (12 szt. w op.) 983392;0;0;0
530;Piłka miękka (12 szt. w op.) 961499;84;84;0
5010;Piłka miękka;0;0;0
5399;Piłka Magiczna  791211;0;63;63
366;PIŁKA MAGICZNA  /MPG26730/ 267303;0;0;0
2216;Piłka kolce 23cm, 5 kolorów 310917;39;39;0
1839;Piłka kolce 23 cm 113439;42;42;0
810;Piłka kolce 18 cm 113422;1;3;2
1659;Piłka kauczuk 10 szt. 137015;10;10;0
565;Piłka gumowa z rączką 994527;71;80;9
438;Piłka gumowa Trolls Licencja 130028;53;54;1
2897;Piłka gumowa PJ Masks Licencja 128957;60;60;0
2281;Piłka gumowa Paw Patrol Licencja 129190;40;58;18
607;Piłka gumowa Paw Patrol Licencja 128957;55;58;3
956;Piłka Gumowa Paw Patrol (Psi Patrol) Licencja 129190;0;21;21
700;Piłka gumowa 994510;24;44;20
3530;Piłka gumowa 994237;1;1;0
3670;Piłka gumowa 994220;0;0;0
4410;PIłKA GUMOWA                                   878292;27;34;7
268;Piłka do tenisa ziemnego 3szt 806731;17;30;13
3759;Piłka do ściskania /12szt display/ 993759;67;89;22
429;Piłka do ściskania (światło) 12 szt. disp. 84115;0;4;4
990;Piłka do skakania z kolcami uchwyt 967477;0;1;1
2255;PIŁKA DO SKAKANIA METALIZ.2KOL.45CM 831441;24;33;9
1413;Piłka do skakania 806724;32;42;10
4356;PIłKA DO SKAKANIA  967446/Z3735/;0;5;5
2135;Piłka do koszykówki 994572;10;10;0
270;PIŁKA DO KOSZA 302004;0;2;2
502;Piłka do ćwiczeń 24 szt.;0;0;0
269;PIŁKA DMUCHANA 27CM.Z DZWONKIEM /F2659/         072422;0;0;0
1541;Piłka cyferki 75g 9wz 311990;30;30;0
3038;Piłka 6,3 cm /12szt w opakowaniu/134779;26;26;0
2629;PIŁKA 45CM DO SKAKANIA Z KOLCAMI /PG1310/ 816896;0;0;0
548;PIŁKA 24  POMPOWANA  X10;0;0;0
260;Piłka 20 cm włochata 135257;0;0;0
4259;PIłKA;0;120;120
80;Piłeczki Kauczuki 3,2cm312317;6;6;0
5000;Piłeczki do tenisa;64;64;0
5083;Piłeczka;0;23;23
5217;Piła na baterie  3wz807660, 964623;12;31;19
913;PIŁA MOTOROWA 33CM. B/O. 2357199, 61417,571993;20;55;35
4282;PIŁA DUŻA NA BATERIE  /G039744/                 933892;0;1;1
3958;Pilot TV 137589,138814;4;6;2
440;Pieski Kwiatki 300440;8;9;1
1589;Pieski - Piotruś 300471;20;20;0
1406;Piesek na smyczy 940760,065176,967822;10;24;14
4353;PIESEK NA BATERIE 978275;19;24;5
4009;Piesek flokowany kiwaczek /48 szt w op./ 809855;126;152;26
4008;PIESEK FLOKOWANY KIWACZEK /12 szt / BOX 809817, 93865;46;72;26
2443;Piesek flokowany duży 820744;33;50;17
2284;Piesek flokowany 870104;0;0;0
74016;Piesek chodzący dalmatyńczyk DY6788-7;35;51;16
2766;Piesek chodzący czapeczka;0;25;25
72806;Piesek chodzący 17-1 Puchate;53;195;142
23726;PIESEK okulary, kapelusz;0;77;77
3059;Piesek 967358;0;30;30
20020;Piesek ;8;56;48
5524;Pies sterowany radiem 967839;8;8;0
72778;Pies powtarzający 3113;0;63;63
2386;Pies na baterie 748390 ;1;7;6
1207;Pies Marceli w czapce 3 kolory 25cm /045034/;0;0;0
5249;Pies Florek kremowy 20cm siedzący /040534/;0;0;0
5263;Pies Dżeki   23 cm  /046376 / ;0;0;0
5262;Pies Colin Leżący 2 kolory 50cm  /046000 / ;0;1;1
73731;Pies chodzący na bat york 3111 100654;23;37;14
2;Pierścionki135677;16;22;6
996;Pierścionki 145485;2;2;0
3;Pierścionki 133758;6;6;0
1504;Pieniążki edukacyjne /004621/;0;1;1
1505;Pieniążki edukacyjne /003648/;0;0;0
4114;Pieniądze w kopercie złotówki 007442;2;4;2
4116;Pieniądze Polskie 000269;0;0;0
679;Pieluchy dla lalek 5 sztuk/302967/;10;10;0
2941;Pieczątki na blistrze 146048;30;36;6
627;Pieczątki 6 sztuk 148202;2;2;0
1622;Pieczątki 10sztuk 135226;8;10;2
889;Pieczątki 10 sztuk 135028;4;7;3
1194;Pieczątki 10 sztuk 135011;9;9;0
129;Piaskowe malowanki - pieski 301584;1;1;0
15657;Piaskarka;1;1;0
506;PIASEK KINETYCZNY 1KG. /TG365120/               800463;0;0;0
187;Piankowe Naboje 30szt 302929;23;38;15
5312;Pianinko pojazdym 5 wzorów 393920;6;10;4
2044;PIANINKO-GRZYB GŁ. ZWIERZĄT /TG364067/          802665;0;0;0
3995;PIANINKO-DOMEK GŁ.ZWIERZĄT  /TG364068/          802672;0;0;0
622;PERUKA IROKEZ  /ZRPIE905/   W0127         58880,901457;11;12;1
1724;PCHEŁKI /NAKŁON/  /6 w szt. w op./ 800105;33;45;12
4095;Pchanka quad z kierowcą 201576;0;24;24
15299;Pchanka Quad 122003;1;2;1
2888;Pchanka ptak 399694;64;65;1
4331;PCHANKA PIRAMIDA                                118250;0;0;0
4465;PCHANKA KÓŁKO  661934;17;67;50
5670;Pchanka Helikopter 8110882;50;70;20
3474;PCHANKA HELIKOPTER  92308, 816006;0;0;0
15086;Pchacz Zając z dzwonkiem;0;15;15
15082;Pchacz Wiewiórka z karuzelką 340039;12;18;6
3161;PCHACZ SAMOLOT 117639, 810882, 775008;65;146;81
15087;Pchacz Motyl;0;16;16
4291;Pchacz kogut 069008;50;75;25
15085;Pchacz Kaczor z dzwonkiem 340244;15;9;-6
12874;Pchacz Kaczor walec 340084;10;8;-2
15295;Pchacz Kaczor Oskar 340398;9;9;0
15084;Pchacz Kaczor kłapiący MAX 340381;1;13;12
14174;Pchacz Kaczor kłapiący 340022;36;9;-27
12819;Pchacz helikopter duży 340770;0;7;7
10776;Pchacz Helikopter;8;15;7
4290;PCHACZ;0;5;5
1360;Patelnia z warzywami do krojenia 137725;0;9;9
1667;Patelnia kolorowa z produktami /display 5szt/ 403774;10;12;2
1178;PAS Z NARZĘDZIAMI+KASK Z LATARKĄ /G032403 49123,921103;0;0;0
1063;Pas z kaskiem i narzędziami 8201415, 390288;0;3;3
1895;Parking w zestawie z samochodami i helikopterem 310054;0;3;3
1888;PARKING POLIC.Z AUTKAMI NO.660-76 /G057152      958352;0;0;0
2862;PARKING + 5 POJAZDÓW /MPH58598/                 585988;0;0;0
3005;Parking 967228;3;2;-1
3787;Parking 872922;0;13;13
909;Parasolka automat147182;29;30;1
1210;Parasolka automat 135318;0;0;0
1213;Parasolka automat 135202;0;0;0
1215;Parasolka 135059;0;0;0
5357;Para z dzieckiem + akc.  948328, 123448;0;11;11
3645;PAMIĘTNIK ZAMYKANY - PUDEŁKO /TG365130/         878650;0;0;0
552;Pamiętnik otwierany różdżką 136797;0;0;0
512;PAMIĘTNIK NA SZYFR  /TG365131/                  878667;0;0;0
41;Pamięć znaki drogowe 001747;2;2;0
144;Pamięć psy 001273;1;1;0
1130;Pamięć /000627/;0;1;1
2183;Pałka bańki, display 24 szt. 201163;0;0;0
2786;Pałka bańki 38 cm, display 24 398499;0;0;0
3811;Pałka Bańki 36cm /display 24szt/ 209121;96;96;0
3023;Pałka Bańki /display 30szt/ 391070;103;113;10
2788;Pałka Bańki /display 30szt/ 201309;0;73;73
2782;Pałka Bańki - zwierzak 38cm /display 24szt/ 398628;0;0;0
3810;Pałka Bańk- Żaba, mix kolorów /display 24szt/ 201392;43;43;0
3812;Pałka - Bańki Ludzik, 16.5cm /display 24szt/ 209138;144;144;0
3818;Pałka - Bańki Ludzik 15cm 209237;96;96;0
3815;Pałka - Bańki Laleczki 15cm 209220;120;120;0
4186;Paletki z piłką i lotką 14613;10;15;5
4102;Paleta 9 aut + znaki drogowe 135943;7;8;1
1695;Pająki z rosnącymi robakami /display 20szt/ 204997;12;30;18
718;PAJĄK NA KABEL B/O /G069889/ BLISTER            969624;0;0;0
3313;Owoce antystresowe 5,5x8 cm /12 szt. w op./313192;0;7;7
1206;Osiołek Uszek - 25cm 2 kolory /047441/;0;0;0
1205;Osiołek Donki Leżący 20cm /044068/;5;6;1
196;ORGANY NA PRĄD Z MIKROFONEM 80CM /-3738/        960034;0;0;0
197;ORGANY NA PRĄD + MIKROFON 60CM./SD3007/         002834;0;0;0
5602;Organy na baterie 282566;1;11;10
3309;Organy 962865;0;0;0
4158;Organy 043935;32;35;3
3113;Organki dla malucha /128075/;0;0;0
713;Opowiem Ci mamo 300075;2;2;0
600;Opowiem Ci Historyjkę 300082;3;3;0
4571;Opaska świecąca 887431;8;8;0
71578;Opaska pluszowa 3735-1;0;7;7
3654;Opaska gadżet / 50 szt. w op./ 92110;19;19;0
241;Okulary pływackie 312478;15;15;0
4549;Okulary olbrzyma / 12 szt. w op./69833;11.2499;24.5832;13.3333
362;Okulary do pływania 994350;14;17;3
4541;Okulary do pływania;0;4;4
4530;Okulary do pływania;0;24;24
4539;Okulary 12szt. na blistrze;0;12;12
662;Okulary /12 szt. display/ 983811;0;0;0
2100;Okulary 136964;3;3;0
806;Okulary 091805;275;0;-275
608;OKULARY - KARTA X 1 OP. /MPA80265/              802658;0;0;0
3850;Okulary;4;36;32
2730;ODKURZACZ ŚWIATŁO/DZWIĘK NO.3939 /G031831/      919124;0;0;0
606;Odkurzacz 20cm 095599;3;6;3
4053;Odkurzacz /121953/;0;0;0
4350;Odkurzacz 960322;1;3;2
1694;NOSIDŁO 30CM. Z POŚCIELĄ /LA9910B/X             417951;0;0;0
797;NOCNIK-FOTELIK  /5056/                          502658;0;0;0
75494;New baby z zawieszka z grzechotką miś rózowy048257;0;1;1
75484;New baby sprężynka pluszowa z dźwiękiem słonik różowy 048233;0;3;3
75468;New baby sprężynka pluszowa muzyczna piesek 048356;0;0;0
75469;New baby sprężynka pluszowa lew 048356;1;1;0
75483;New baby sprężynka plusz z dźwiękiem żabka 048301;1;0;-1
75485;New baby sprężynka plusz z dźwiękiem piesek miętowy 048233;0;2;2
75482;New baby sprężynka plusz z dźwiękiem miś 048301;0;3;3
75465;New baby pozytywka słonik miętowy,  różowy 048288;0;3;3
75466;New baby pozytywka miś różowy 048288;0;1;1
75464;New baby pozytywka miś różowy 048219;0;2;2
75463;NEW BABY POZYTYWKA MIŚ MIĘTOWY 18 CM048219;0;2;2
75467;New baby pozytywka miś miętowy 048288;0;1;1
75492;New baby piłka z dodatkami żyrafa 048387;0;2;2
75493;New baby piłka z dodatkami hipopotam 048387;0;2;2
75495;New baby grzechotka z zawieszką miś miętowy 048257;0;2;2
75477;New baby grzechotka z klipsem miś 048325;0;2;2
75476;New baby grzechotka z klipsem  króliczek  048325;0;2;2
75478;New baby grzechotka z dodatkami żyrafa 048363;1;1;0
75488;New baby grzechotka z dodatkami miś różowy 048271;0;2;2
75489;New baby grzechotka z dodatkami miś miętowy 048271;0;2;2
